date,freq,variable,value
2013-01-01,q,BEJE,690.0
2013-01-01,a,BEJF,5.9
2013-01-01,m,BEJF,6.0
2013-01-01,q,BEJF,5.9
2013-01-01,a,BEJI,1.3
2013-01-01,m,BEJI,1.4
2013-01-01,q,BEJI,1.3
2013-01-01,a,BEJK,191.0
2013-01-01,m,BEJK,180.0
2013-01-01,q,BEJK,190.0
2013-01-01,a,BEJL,28.0
2013-01-01,m,BEJL,28.0
2013-01-01,q,BEJL,28.0
2013-01-01,a,BEJO,18.4
2013-01-01,m,BEJO,17.9
2013-01-01,q,BEJO,18.1
2013-01-01,a,BFDS,100.0
2013-01-01,m,BFDS,100.0
2013-01-01,q,BFDS,100.0
2013-01-01,a,BFEO,100.0
2013-01-01,m,BFEO,100.0
2013-01-01,q,BFEO,100.0
2013-01-01,m,BLUT,1.0
2013-01-01,m,BLUU,8.0
2013-01-01,q,CRZK,22.9
2013-01-01,q,DSWD,2067.0
2013-01-01,q,DSWE,2237.0
2013-01-01,q,DT2W,7.5
2013-01-01,q,DT2Z,7.6
2013-01-01,q,DT35,453.0
2013-01-01,q,DT39,284.0
2013-01-01,q,DT3B,9.5
2013-01-01,q,DT3D,9.8
2013-01-01,q,DT3F,141.0
2013-01-01,q,DTG9,125.0
2013-01-01,q,DTJG,8.1
2013-01-01,q,DTKA,8.0
2013-01-01,q,DTKB,312.0
2013-01-01,q,DTKC,159.0
2013-01-01,q,DTKD,10.2
2013-01-01,q,DTLH,11.9
2013-01-01,q,DTLK,7613.0
2013-01-01,a,DYDC,32236.0
2013-01-01,q,DYDC,32173.0
2013-01-01,a,DYDH,31396.0
2013-01-01,q,DYDH,31344.0
2013-01-01,q,DYTC,8283.0
2013-01-01,q,DYTD,22.3
2013-01-01,q,DYUO,22.6
2013-01-01,q,DYUP,1991.0
2013-01-01,q,DYUQ,2133.0
2013-01-01,q,DYUR,1628.0
2013-01-01,q,DYUS,970.0
2013-01-01,q,DYUT,25.8
2013-01-01,q,DYUU,25.2
2013-01-01,q,DYVR,501.0
2013-01-01,q,DYVU,363.0
2013-01-01,q,DYVZ,369.0
2013-01-01,q,DYWA,308.0
2013-01-01,q,DYWD,17.8
2013-01-01,q,DYWE,16.6
2013-01-01,q,DYWL,106.0
2013-01-01,q,DYWM,93.0
2013-01-01,q,DYWR,1259.0
2013-01-01,q,DYWS,662.0
2013-01-01,q,DYWT,29.7
2013-01-01,a,DYZN,4155.0
2013-01-01,q,DYZN,4191.0
2013-01-01,q,DZ36,33.3
2013-01-01,q,DZ37,394.0
2013-01-01,q,DZGD,270.0
2013-01-01,a,EQ4Q,1655.0
2013-01-01,q,EQ4Q,1592.0
2013-01-01,a,EQ4R,137.0
2013-01-01,q,EQ4R,113.0
2013-01-01,a,EQ4S,2781.0
2013-01-01,q,EQ4S,2730.0
2013-01-01,a,EQ4U,1490.0
2013-01-01,q,EQ4U,1438.0
2013-01-01,a,EQ4V,123.0
2013-01-01,q,EQ4V,105.0
2013-01-01,a,EQ4W,1184.0
2013-01-01,q,EQ4W,1180.0
2013-01-01,a,EQ4Y,76.8
2013-01-01,q,EQ4Y,75.5
2013-01-01,a,EQ4Z,74.2
2013-01-01,q,EQ4Z,70.5
2013-01-01,a,EQ52,63.8
2013-01-01,q,EQ52,63.0
2013-01-01,a,EQ54,77.3
2013-01-01,q,EQ54,76.7
2013-01-01,a,EQ55,72.9
2013-01-01,q,EQ55,69.9
2013-01-01,a,EQ56,59.7
2013-01-01,q,EQ56,58.8
2013-01-01,a,F8XZ,362.0
2013-01-01,m,F8XZ,1.0
2013-01-01,a,F8Y2,80.0
2013-01-01,m,F8Y2,4.0
2013-01-01,m,F8Y3,4.0
2013-01-01,m,F8Y4,4.0
2013-01-01,q,FSC2,1742.0
2013-01-01,q,FSC3,36.0
2013-01-01,q,FSC4,150.0
2013-01-01,q,FSC5,775.0
2013-01-01,q,FSC6,1303.0
2013-01-01,q,FSC7,502.0
2013-01-01,q,FSC8,1521.0
2013-01-01,q,FSC9,9.0
2013-01-01,q,FSCE,83.0
2013-01-01,q,FSD2,267.0
2013-01-01,q,FSD3,544.0
2013-01-01,q,FSD4,285.0
2013-01-01,q,FSD5,73.5
2013-01-01,q,FSD6,72.7
2013-01-01,q,FSD7,57.2
2013-01-01,q,FSD8,65.5
2013-01-01,q,FSD9,59.7
2013-01-01,q,FSE2,71.5
2013-01-01,q,FSE3,75.3
2013-01-01,q,FSE4,69.9
2013-01-01,q,FSE5,57.5
2013-01-01,q,FSE6,58.4
2013-01-01,q,FSE7,54.1
2013-01-01,q,FSE8,71.8
2013-01-01,m,FUU8,-0.3
2013-01-01,m,FUX7,0.8
2013-01-01,m,FV26,463.0
2013-01-01,m,FV27,-71.0
2013-01-01,m,FV28,-269.0
2013-01-01,m,FV29,-0.7
2013-01-01,m,FV2A,-26.0
2013-01-01,m,FV2B,-0.1
2013-01-01,m,FV2C,52.0
2013-01-01,m,FV2D,0.2
2013-01-01,m,FV2E,-2.0
2013-01-01,m,FV2F,0.0
2013-01-01,a,G7AU,6024.0
2013-01-01,q,G7AU,6024.0
2013-01-01,a,G7D6,445.0
2013-01-01,q,G7D6,443.0
2013-01-01,a,G7ER,44.0
2013-01-01,q,G7ER,45.0
2013-01-01,a,G7EU,175.0
2013-01-01,q,G7EU,178.0
2013-01-01,a,G7EX,261.0
2013-01-01,q,G7EX,261.0
2013-01-01,a,G7F2,1072.0
2013-01-01,q,G7F2,1072.0
2013-01-01,a,G7F5,1683.0
2013-01-01,q,G7F5,1659.0
2013-01-01,a,G7FG,1505.0
2013-01-01,q,G7FG,1508.0
2013-01-01,a,G7FJ,343.0
2013-01-01,q,G7FJ,347.0
2013-01-01,a,G7FM,944.0
2013-01-01,q,G7FM,956.0
2013-01-01,a,G7GO,30049.0
2013-01-01,q,G7GO,29930.0
2013-01-01,a,G7K5,24025.0
2013-01-01,q,G7K5,23906.0
2013-01-01,a,G9BZ,20.0
2013-01-01,q,G9BZ,20.1
2013-01-01,a,G9C2,80.0
2013-01-01,q,G9C2,79.9
2013-01-01,a,GUMI,52.5
2013-01-01,q,GUMI,50.7
2013-01-01,a,GUMJ,17.4
2013-01-01,m,GUMJ,17.1
2013-01-01,q,GUMJ,17.1
2013-01-01,a,HKKE,3235.0
2013-01-01,m,HKKE,3265.0
2013-01-01,q,HKKE,3282.0
2013-01-01,a,HKKH,16.5
2013-01-01,m,HKKH,16.7
2013-01-01,q,HKKH,16.8
2013-01-01,a,I468,7.3
2013-01-01,m,I468,7.6
2013-01-01,q,I468,7.4
2013-01-01,a,I469,8.2
2013-01-01,m,I469,8.5
2013-01-01,q,I469,8.6
2013-01-01,a,I46A,7.8
2013-01-01,m,I46A,8.1
2013-01-01,q,I46A,8.0
2013-01-01,a,I46B,28.0
2013-01-01,m,I46B,28.1
2013-01-01,q,I46B,28.3
2013-01-01,a,I46C,16.7
2013-01-01,m,I46C,17.2
2013-01-01,q,I46C,17.3
2013-01-01,a,I46D,22.4
2013-01-01,m,I46D,22.7
2013-01-01,q,I46D,22.9
2013-01-01,a,I46E,42.5
2013-01-01,m,I46E,42.6
2013-01-01,q,I46E,42.7
2013-01-01,a,I46F,30.4
2013-01-01,m,I46F,30.7
2013-01-01,q,I46F,30.8
2013-01-01,a,I46G,36.6
2013-01-01,m,I46G,36.8
2013-01-01,q,I46G,36.9
2013-01-01,a,I46H,8008.0
2013-01-01,m,I46H,7887.0
2013-01-01,q,I46H,7895.0
2013-01-01,a,I46I,13766.0
2013-01-01,m,I46I,13648.0
2013-01-01,q,I46I,13630.0
2013-01-01,a,I46J,21775.0
2013-01-01,m,I46J,21535.0
2013-01-01,q,I46J,21526.0
2013-01-01,a,I46K,5983.0
2013-01-01,m,I46K,6020.0
2013-01-01,q,I46K,6009.0
2013-01-01,a,I46M,8111.0
2013-01-01,m,I46M,8087.0
2013-01-01,q,I46M,8070.0
2013-01-01,a,I46N,549.0
2013-01-01,m,I46N,570.0
2013-01-01,q,I46N,541.0
2013-01-01,a,I46O,610.0
2013-01-01,m,I46O,627.0
2013-01-01,q,I46O,636.0
2013-01-01,a,I46P,1159.0
2013-01-01,m,I46P,1197.0
2013-01-01,q,I46P,1177.0
2013-01-01,a,I46Q,190.0
2013-01-01,m,I46Q,206.0
2013-01-01,q,I46Q,204.0
2013-01-01,a,I46R,233.0
2013-01-01,m,I46R,243.0
2013-01-01,q,I46R,232.0
2013-01-01,a,I46S,423.0
2013-01-01,m,I46S,449.0
2013-01-01,q,I46S,437.0
2013-01-01,a,I4E7,338.0
2013-01-01,m,I4E7,345.0
2013-01-01,q,I4E7,343.0
2013-01-01,a,I4E8,551.0
2013-01-01,m,I4E8,560.0
2013-01-01,q,I4E8,567.0
2013-01-01,a,I4E9,890.0
2013-01-01,m,I4E9,905.0
2013-01-01,q,I4E9,910.0
2013-01-01,a,I4EA,110.0
2013-01-01,q,I4EA,119.0
2013-01-01,a,I4EB,412.0
2013-01-01,q,I4EB,418.0
2013-01-01,a,I4EC,521.0
2013-01-01,q,I4EC,537.0
2013-01-01,a,I4ED,84.0
2013-01-01,q,I4ED,85.0
2013-01-01,a,I4EE,231.0
2013-01-01,q,I4EE,220.0
2013-01-01,a,I4EF,314.0
2013-01-01,q,I4EF,304.0
2013-01-01,a,I4EG,702.0
2013-01-01,q,I4EG,695.0
2013-01-01,a,I4EH,2222.0
2013-01-01,q,I4EH,2226.0
2013-01-01,a,I4EI,2925.0
2013-01-01,q,I4EI,2921.0
2013-01-01,a,I4EJ,262.0
2013-01-01,q,I4EJ,244.0
2013-01-01,a,I4EK,1900.0
2013-01-01,q,I4EK,1858.0
2013-01-01,a,I4EL,2161.0
2013-01-01,q,I4EL,2102.0
2013-01-01,a,I4EM,1935.0
2013-01-01,q,I4EM,1949.0
2013-01-01,a,I4EN,2102.0
2013-01-01,q,I4EN,2082.0
2013-01-01,a,I4EO,4037.0
2013-01-01,q,I4EO,4031.0
2013-01-01,a,I4EP,288.0
2013-01-01,q,I4EP,285.0
2013-01-01,a,I4EQ,1214.0
2013-01-01,q,I4EQ,1202.0
2013-01-01,a,I4ER,1502.0
2013-01-01,q,I4ER,1487.0
2013-01-01,a,I4ES,812.0
2013-01-01,q,I4ES,808.0
2013-01-01,a,I4ET,720.0
2013-01-01,q,I4ET,696.0
2013-01-01,a,I4EU,1532.0
2013-01-01,q,I4EU,1504.0
2013-01-01,a,I4EV,333.0
2013-01-01,q,I4EV,333.0
2013-01-01,a,I4EW,842.0
2013-01-01,q,I4EW,827.0
2013-01-01,a,I4EX,1174.0
2013-01-01,q,I4EX,1161.0
2013-01-01,a,I4EY,517.0
2013-01-01,q,I4EY,512.0
2013-01-01,a,I4EZ,644.0
2013-01-01,q,I4EZ,638.0
2013-01-01,a,I4F2,1161.0
2013-01-01,q,I4F2,1150.0
2013-01-01,a,I4F3,182.0
2013-01-01,q,I4F3,175.0
2013-01-01,a,I4F4,156.0
2013-01-01,q,I4F4,169.0
2013-01-01,a,I4F5,339.0
2013-01-01,q,I4F5,344.0
2013-01-01,a,I4F6,845.0
2013-01-01,q,I4F6,823.0
2013-01-01,a,I4F7,1204.0
2013-01-01,q,I4F7,1178.0
2013-01-01,a,I4F8,2048.0
2013-01-01,q,I4F8,2000.0
2013-01-01,a,I4F9,632.0
2013-01-01,q,I4F9,611.0
2013-01-01,a,I4FA,784.0
2013-01-01,q,I4FA,743.0
2013-01-01,a,I4FB,1416.0
2013-01-01,q,I4FB,1354.0
2013-01-01,a,I4FC,908.0
2013-01-01,q,I4FC,897.0
2013-01-01,a,I4FD,946.0
2013-01-01,q,I4FD,955.0
2013-01-01,a,I4FE,1853.0
2013-01-01,q,I4FE,1852.0
2013-01-01,a,I4FF,2247.0
2013-01-01,q,I4FF,2249.0
2013-01-01,a,I4FG,851.0
2013-01-01,q,I4FG,865.0
2013-01-01,a,I4FH,3098.0
2013-01-01,q,I4FH,3114.0
2013-01-01,a,I4FI,3181.0
2013-01-01,q,I4FI,3157.0
2013-01-01,a,I4FJ,849.0
2013-01-01,q,I4FJ,828.0
2013-01-01,a,I4FK,4030.0
2013-01-01,q,I4FK,3985.0
2013-01-01,a,I4FL,884.0
2013-01-01,q,I4FL,880.0
2013-01-01,a,I4FM,731.0
2013-01-01,q,I4FM,706.0
2013-01-01,a,I4FN,1615.0
2013-01-01,q,I4FN,1587.0
2013-01-01,q,J5LV,51888.0
2013-01-01,q,J5LW,26611.0
2013-01-01,q,J5LX,25277.0
2013-01-01,q,J5LY,8040.0
2013-01-01,q,J5LZ,3971.0
2013-01-01,q,J5MO,4069.0
2013-01-01,q,J5MP,25938.0
2013-01-01,q,J5MQ,13124.0
2013-01-01,q,J5MR,12814.0
2013-01-01,q,J5MS,7252.0
2013-01-01,q,J5MT,3691.0
2013-01-01,q,J5MU,3561.0
2013-01-01,q,J5MV,41231.0
2013-01-01,q,J5MW,20787.0
2013-01-01,q,J5MX,20445.0
2013-01-01,q,J5MY,47137.0
2013-01-01,q,J5MZ,23857.0
2013-01-01,q,J5N2,23281.0
2013-01-01,q,J5N3,18901.0
2013-01-01,q,J5N4,11218.0
2013-01-01,q,J5N5,7683.0
2013-01-01,q,J5N6,2809.0
2013-01-01,q,J5N7,1436.0
2013-01-01,q,J5N8,1373.0
2013-01-01,q,J5N9,3695.0
2013-01-01,q,J5NA,2666.0
2013-01-01,q,J5NB,1029.0
2013-01-01,q,J5NC,2757.0
2013-01-01,q,J5ND,1679.0
2013-01-01,q,J5NE,1078.0
2013-01-01,q,J5NF,9262.0
2013-01-01,q,J5PL,5781.0
2013-01-01,q,J5QJ,3481.0
2013-01-01,q,J5QK,14246.0
2013-01-01,q,J5QL,8502.0
2013-01-01,q,J5QM,5743.0
2013-01-01,q,J5QN,36.4
2013-01-01,q,J5QO,42.2
2013-01-01,q,J5QP,30.4
2013-01-01,q,J5QQ,34.9
2013-01-01,q,J5QR,36.2
2013-01-01,q,J5QS,33.7
2013-01-01,q,J5QT,14.2
2013-01-01,q,J5QU,20.3
2013-01-01,q,J5QV,8.0
2013-01-01,q,J5QW,38.0
2013-01-01,q,J5QX,45.5
2013-01-01,q,J5R8,30.3
2013-01-01,q,J5R9,22.5
2013-01-01,q,J5RA,27.8
2013-01-01,q,J5RB,17.0
2013-01-01,q,J5RL,30.2
2013-01-01,q,J5RM,35.6
2013-01-01,q,J5RN,24.7
2013-01-01,q,J5RO,22243.0
2013-01-01,q,J5RP,10458.0
2013-01-01,q,J5RQ,11785.0
2013-01-01,q,J5RR,4495.0
2013-01-01,q,J5RT,2012.0
2013-01-01,q,J5RU,2483.0
2013-01-01,q,J5RV,32179.0
2013-01-01,q,J5RW,14999.0
2013-01-01,q,J5RX,17179.0
2013-01-01,q,J5RY,62.2
2013-01-01,q,J5RZ,56.5
2013-01-01,q,J5S6,56.2
2013-01-01,q,J5S7,54.9
2013-01-01,q,J5S9,57.4
2013-01-01,q,J5SA,85.8
2013-01-01,q,J5SB,79.7
2013-01-01,q,J5SL,92.0
2013-01-01,q,J5ST,62.0
2013-01-01,q,J5T2,54.5
2013-01-01,q,J5T3,69.7
2013-01-01,q,J5T4,75.8
2013-01-01,q,J5T5,70.5
2013-01-01,q,J5T6,81.2
2013-01-01,q,J5T7,68.3
2013-01-01,q,J5T8,62.9
2013-01-01,q,J5T9,73.8
2013-01-01,q,J5TA,20893.0
2013-01-01,q,J5TB,9854.0
2013-01-01,q,J5TG,11039.0
2013-01-01,q,J5TH,4261.0
2013-01-01,q,J5XR,1924.0
2013-01-01,q,J5XS,2337.0
2013-01-01,q,J5XT,29655.0
2013-01-01,q,J5Z2,13910.0
2013-01-01,q,J5ZK,15745.0
2013-01-01,q,J5ZL,57.3
2013-01-01,q,J5ZM,52.4
2013-01-01,q,J637,62.5
2013-01-01,q,J63V,44.7
2013-01-01,q,J63W,45.0
2013-01-01,q,J63X,44.4
2013-01-01,q,J64K,80.5
2013-01-01,q,J64P,75.1
2013-01-01,q,J64Q,86.1
2013-01-01,q,J64R,58.7
2013-01-01,q,J64S,52.1
2013-01-01,q,J64T,65.6
2013-01-01,q,J64U,69.7
2013-01-01,q,J64V,65.3
2013-01-01,q,J64W,74.3
2013-01-01,q,J64X,62.9
2013-01-01,q,J64Y,58.3
2013-01-01,q,J64Z,67.6
2013-01-01,q,J652,23569.0
2013-01-01,q,J655,13837.0
2013-01-01,q,J657,15634.0
2013-01-01,q,J659,29471.0
2013-01-01,q,J65A,23.0
2013-01-01,q,J65C,134.0
2013-01-01,q,J65D,45.0
2013-01-01,q,J65E,137.0
2013-01-01,q,J65F,181.0
2013-01-01,q,J65G,51.0
2013-01-01,q,J65H,170.0
2013-01-01,q,J65I,222.0
2013-01-01,q,J65J,343.0
2013-01-01,q,J65K,385.0
2013-01-01,q,J65L,727.0
2013-01-01,q,J65O,494.0
2013-01-01,q,J65Q,306.0
2013-01-01,q,J65S,800.0
2013-01-01,q,J65T,44.0
2013-01-01,q,J65U,16.0
2013-01-01,q,J65V,59.0
2013-01-01,q,J65W,14.0
2013-01-01,q,J65X,24.0
2013-01-01,q,J65Y,39.0
2013-01-01,q,J65Z,20546.0
2013-01-01,q,J662,12495.0
2013-01-01,q,J663,12669.0
2013-01-01,q,J664,25164.0
2013-01-01,q,J665,22.0
2013-01-01,q,J666,93.0
2013-01-01,q,J669,115.0
2013-01-01,q,J66B,45.0
2013-01-01,q,J66D,131.0
2013-01-01,q,J66E,175.0
2013-01-01,q,J66F,51.0
2013-01-01,q,J66G,162.0
2013-01-01,q,J66H,213.0
2013-01-01,q,J66I,270.0
2013-01-01,q,J66J,261.0
2013-01-01,q,J66K,531.0
2013-01-01,q,J66L,320.0
2013-01-01,q,J66M,214.0
2013-01-01,q,J66N,534.0
2013-01-01,q,J66O,27.0
2013-01-01,q,J66P,5.0
2013-01-01,q,J66S,32.0
2013-01-01,q,J66U,14.0
2013-01-01,q,J66W,24.0
2013-01-01,q,J66X,38.0
2013-01-01,q,J66Y,1350.0
2013-01-01,q,J66Z,604.0
2013-01-01,q,J672,746.0
2013-01-01,q,J673,235.0
2013-01-01,q,J674,89.0
2013-01-01,q,J675,146.0
2013-01-01,q,J676,2523.0
2013-01-01,q,J677,1089.0
2013-01-01,q,J678,1435.0
2013-01-01,q,J679,6.1
2013-01-01,q,J67A,5.8
2013-01-01,q,J67D,6.3
2013-01-01,q,J67F,5.2
2013-01-01,q,J67H,4.4
2013-01-01,q,J67I,5.9
2013-01-01,q,J67J,7.8
2013-01-01,q,J67K,7.3
2013-01-01,q,J67L,8.4
2013-01-01,a,JE3C,165.0
2013-01-01,m,JE3C,163.0
2013-01-01,q,JE3C,171.0
2013-01-01,a,JE3F,443.0
2013-01-01,m,JE3F,431.0
2013-01-01,q,JE3F,439.0
2013-01-01,a,JE3I,278.0
2013-01-01,m,JE3I,284.0
2013-01-01,q,JE3I,277.0
2013-01-01,a,JE3L,243.0
2013-01-01,m,JE3L,257.0
2013-01-01,q,JE3L,256.0
2013-01-01,a,JE3O,306.0
2013-01-01,m,JE3O,288.0
2013-01-01,q,JE3O,299.0
2013-01-01,a,JE3R,243.0
2013-01-01,m,JE3R,249.0
2013-01-01,q,JE3R,250.0
2013-01-01,a,JE3U,459.0
2013-01-01,m,JE3U,486.0
2013-01-01,q,JE3U,478.0
2013-01-01,a,JE3X,367.0
2013-01-01,m,JE3X,370.0
2013-01-01,q,JE3X,379.0
2013-01-01,a,JE42,258.0
2013-01-01,m,JE42,260.0
2013-01-01,q,JE42,261.0
2013-01-01,a,JE45,2761.0
2013-01-01,m,JE45,2789.0
2013-01-01,q,JE45,2810.0
2013-01-01,a,JE48,182.0
2013-01-01,m,JE48,187.0
2013-01-01,q,JE48,182.0
2013-01-01,a,JE4B,293.0
2013-01-01,m,JE4B,290.0
2013-01-01,q,JE4B,291.0
2013-01-01,a,JE4E,122.0
2013-01-01,m,JE4E,123.0
2013-01-01,q,JE4E,126.0
2013-01-01,a,JE4H,21.4
2013-01-01,m,JE4H,21.6
2013-01-01,q,JE4H,22.0
2013-01-01,a,JF6F,25592.0
2013-01-01,q,JF6F,25415.0
2013-01-01,a,JF6G,4436.0
2013-01-01,q,JF6G,4322.0
2013-01-01,a,JF6H,27362.0
2013-01-01,q,JF6H,27127.0
2013-01-01,a,JF6I,2673.0
2013-01-01,q,JF6I,2617.0
2013-01-01,a,JJR3,789.0
2013-01-01,q,JJR3,753.0
2013-01-01,a,JJR4,677.0
2013-01-01,q,JJR4,658.0
2013-01-01,a,JJR5,698.0
2013-01-01,q,JJR5,690.0
2013-01-01,a,JJR6,682.0
2013-01-01,q,JJR6,666.0
2013-01-01,a,JJR7,108.0
2013-01-01,q,JJR7,109.0
2013-01-01,a,JJR8,80.0
2013-01-01,q,JJR8,83.0
2013-01-01,a,JJS3,156.0
2013-01-01,q,JJS3,157.0
2013-01-01,a,JJS4,54.0
2013-01-01,q,JJS4,59.0
2013-01-01,a,JJS5,126.0
2013-01-01,q,JJS5,125.0
2013-01-01,a,JJS6,80.0
2013-01-01,q,JJS6,77.0
2013-01-01,a,JJS7,431.0
2013-01-01,q,JJS7,421.0
2013-01-01,a,JJS8,202.0
2013-01-01,q,JJS8,208.0
2013-01-01,a,JJS9,314.0
2013-01-01,q,JJS9,284.0
2013-01-01,a,JJT2,98.0
2013-01-01,q,JJT2,79.0
2013-01-01,a,JN5P,1512.0
2013-01-01,m,JN5P,1512.0
2013-01-01,q,JN5P,1512.0
2013-01-01,a,JN5Q,5802.0
2013-01-01,m,JN5Q,5819.0
2013-01-01,q,JN5Q,5815.0
2013-01-01,a,JN5R,7314.0
2013-01-01,m,JN5R,7330.0
2013-01-01,q,JN5R,7327.0
2013-01-01,a,JN5S,775.0
2013-01-01,m,JN5S,776.0
2013-01-01,q,JN5S,776.0
2013-01-01,a,JN5T,2932.0
2013-01-01,m,JN5T,2936.0
2013-01-01,q,JN5T,2935.0
2013-01-01,a,JN5U,3707.0
2013-01-01,m,JN5U,3712.0
2013-01-01,q,JN5U,3711.0
2013-01-01,a,JN5V,736.0
2013-01-01,m,JN5V,736.0
2013-01-01,q,JN5V,736.0
2013-01-01,a,JN5W,2870.0
2013-01-01,m,JN5W,2882.0
2013-01-01,q,JN5W,2880.0
2013-01-01,a,JN5X,3606.0
2013-01-01,m,JN5X,3618.0
2013-01-01,q,JN5X,3616.0
2013-01-01,a,JN5Y,1316.0
2013-01-01,m,JN5Y,1308.0
2013-01-01,q,JN5Y,1315.0
2013-01-01,a,JN5Z,1873.0
2013-01-01,m,JN5Z,1868.0
2013-01-01,q,JN5Z,1871.0
2013-01-01,a,JN62,3190.0
2013-01-01,m,JN62,3176.0
2013-01-01,q,JN62,3187.0
2013-01-01,a,JN63,659.0
2013-01-01,m,JN63,657.0
2013-01-01,q,JN63,658.0
2013-01-01,a,JN64,922.0
2013-01-01,m,JN64,923.0
2013-01-01,q,JN64,931.0
2013-01-01,a,JN65,1582.0
2013-01-01,m,JN65,1579.0
2013-01-01,q,JN65,1590.0
2013-01-01,a,JN66,656.0
2013-01-01,m,JN66,652.0
2013-01-01,q,JN66,657.0
2013-01-01,a,JN67,951.0
2013-01-01,m,JN67,945.0
2013-01-01,q,JN67,940.0
2013-01-01,a,JN68,1608.0
2013-01-01,m,JN68,1597.0
2013-01-01,q,JN68,1597.0
2013-01-01,a,JN69,196.0
2013-01-01,m,JN69,203.0
2013-01-01,q,JN69,197.0
2013-01-01,a,JN6A,3929.0
2013-01-01,m,JN6A,3951.0
2013-01-01,q,JN6A,3944.0
2013-01-01,a,JN6B,4124.0
2013-01-01,m,JN6B,4154.0
2013-01-01,q,JN6B,4140.0
2013-01-01,a,JN6C,116.0
2013-01-01,m,JN6C,119.0
2013-01-01,q,JN6C,118.0
2013-01-01,a,JN6D,2010.0
2013-01-01,m,JN6D,2014.0
2013-01-01,q,JN6D,2004.0
2013-01-01,a,JN6E,2125.0
2013-01-01,m,JN6E,2133.0
2013-01-01,q,JN6E,2122.0
2013-01-01,a,JN6F,79.0
2013-01-01,m,JN6F,84.0
2013-01-01,q,JN6F,79.0
2013-01-01,a,JN6G,1920.0
2013-01-01,m,JN6G,1937.0
2013-01-01,q,JN6G,1940.0
2013-01-01,a,JN6H,1999.0
2013-01-01,m,JN6H,2021.0
2013-01-01,q,JN6H,2019.0
2013-01-01,a,JP9H,2.0
2013-01-01,m,JP9H,2.0
2013-01-01,q,JP9H,2.0
2013-01-01,a,JP9I,38.0
2013-01-01,m,JP9I,37.0
2013-01-01,q,JP9I,38.0
2013-01-01,a,JP9J,4.0
2013-01-01,m,JP9J,3.0
2013-01-01,q,JP9J,3.0
2013-01-01,a,JP9K,2.0
2013-01-01,m,JP9K,2.0
2013-01-01,q,JP9K,2.0
2013-01-01,a,JP9L,14.0
2013-01-01,m,JP9L,13.0
2013-01-01,q,JP9L,12.0
2013-01-01,a,JP9M,102.0
2013-01-01,m,JP9M,92.0
2013-01-01,q,JP9M,95.0
2013-01-01,a,JP9N,20.0
2013-01-01,m,JP9N,19.0
2013-01-01,q,JP9N,19.0
2013-01-01,a,JP9O,55.0
2013-01-01,m,JP9O,50.0
2013-01-01,q,JP9O,48.0
2013-01-01,a,JP9P,30.0
2013-01-01,m,JP9P,29.0
2013-01-01,q,JP9P,29.0
2013-01-01,a,JP9Q,29.0
2013-01-01,m,JP9Q,27.0
2013-01-01,q,JP9Q,27.0
2013-01-01,a,JP9R,7.0
2013-01-01,m,JP9R,6.0
2013-01-01,q,JP9R,7.0
2013-01-01,a,JP9S,47.0
2013-01-01,m,JP9S,44.0
2013-01-01,q,JP9S,44.0
2013-01-01,a,JP9T,37.0
2013-01-01,m,JP9T,38.0
2013-01-01,q,JP9T,38.0
2013-01-01,a,JP9U,9.0
2013-01-01,m,JP9U,8.0
2013-01-01,q,JP9U,8.0
2013-01-01,a,JP9V,39.0
2013-01-01,m,JP9V,40.0
2013-01-01,q,JP9V,40.0
2013-01-01,a,JP9W,73.0
2013-01-01,m,JP9W,68.0
2013-01-01,q,JP9W,69.0
2013-01-01,a,JP9X,12.0
2013-01-01,m,JP9X,13.0
2013-01-01,q,JP9X,13.0
2013-01-01,a,JP9Y,15.0
2013-01-01,m,JP9Y,16.0
2013-01-01,q,JP9Y,14.0
2013-01-01,a,JP9Z,474.0
2013-01-01,m,JP9Z,449.0
2013-01-01,q,JP9Z,449.0
2013-01-01,m,JPA2,4.0
2013-01-01,m,JPA3,1.6
2013-01-01,m,JPA4,2.6
2013-01-01,m,JPA5,0.8
2013-01-01,m,JPA6,1.0
2013-01-01,m,JPA7,2.1
2013-01-01,m,JPA8,1.5
2013-01-01,m,JPA9,2.6
2013-01-01,m,JPB2,2.6
2013-01-01,m,JPB3,2.6
2013-01-01,m,JPB4,1.2
2013-01-01,m,JPB5,2.0
2013-01-01,m,JPB6,1.7
2013-01-01,m,JPB7,0.6
2013-01-01,m,JPB8,1.5
2013-01-01,m,JPB9,1.8
2013-01-01,m,JPC2,1.9
2013-01-01,m,JPC3,2.7
2013-01-01,m,JPC4,1.9
2013-01-01,m,JPC5,5.1
2013-01-01,a,JWR5,380.0
2013-01-01,q,JWR5,373.0
2013-01-01,a,JWR6,69.0
2013-01-01,q,JWR6,71.0
2013-01-01,a,JWR7,2560.0
2013-01-01,q,JWR7,2546.0
2013-01-01,a,JWR8,122.0
2013-01-01,q,JWR8,126.0
2013-01-01,a,JWR9,189.0
2013-01-01,q,JWR9,196.0
2013-01-01,a,JWS2,2045.0
2013-01-01,q,JWS2,2049.0
2013-01-01,a,JWS3,4850.0
2013-01-01,q,JWS3,4900.0
2013-01-01,a,JWS4,1489.0
2013-01-01,q,JWS4,1501.0
2013-01-01,a,JWS5,2089.0
2013-01-01,q,JWS5,1997.0
2013-01-01,a,JWS6,1269.0
