date,freq,variable,value
1992-04-01,m,YCJU,2452.0
1992-04-01,q,YCJU,2447.0
1992-04-01,m,YCJV,3019.0
1992-04-01,q,YCJV,3011.0
1992-04-01,m,YCJW,3660.0
1992-04-01,q,YCJW,3644.0
1992-04-01,m,YCJX,2108.0
1992-04-01,q,YCJX,2119.0
1992-04-01,m,YCJY,21553.0
1992-04-01,q,YCJY,21533.0
1992-04-01,m,YCJZ,1183.0
1992-04-01,q,YCJZ,1177.0
1992-04-01,m,YCKA,2283.0
1992-04-01,q,YCKA,2277.0
1992-04-01,m,YCKB,25018.0
1992-04-01,q,YCKB,24988.0
1992-04-01,m,YCKP,569.0
1992-04-01,q,YCKP,574.0
1992-04-01,m,YCKQ,1604.0
1992-04-01,q,YCKQ,1599.0
1992-04-01,m,YCKR,1189.0
1992-04-01,q,YCKR,1197.0
1992-04-01,m,YCKS,1026.0
1992-04-01,q,YCKS,1020.0
1992-04-01,m,YCKT,1285.0
1992-04-01,q,YCKT,1284.0
1992-04-01,m,YCKU,1373.0
1992-04-01,q,YCKU,1363.0
1992-04-01,m,YCKV,1659.0
1992-04-01,q,YCKV,1657.0
1992-04-01,m,YCKW,2011.0
1992-04-01,q,YCKW,2009.0
1992-04-01,m,YCKX,1171.0
1992-04-01,q,YCKX,1179.0
1992-04-01,m,YCKY,11888.0
1992-04-01,q,YCKY,11883.0
1992-04-01,m,YCKZ,648.0
1992-04-01,q,YCKZ,641.0
1992-04-01,m,YCLA,1251.0
1992-04-01,q,YCLA,1250.0
1992-04-01,m,YCLB,13786.0
1992-04-01,q,YCLB,13774.0
1992-04-01,m,YCLC,69.3
1992-04-01,q,YCLC,69.6
1992-04-01,m,YCLD,74.0
1992-04-01,q,YCLD,73.9
1992-04-01,m,YCLE,75.4
1992-04-01,q,YCLE,75.8
1992-04-01,m,YCLF,78.6
1992-04-01,q,YCLF,78.2
1992-04-01,m,YCLG,75.7
1992-04-01,q,YCLG,75.6
1992-04-01,m,YCLH,82.2
1992-04-01,q,YCLH,81.5
1992-04-01,m,YCLI,73.9
1992-04-01,q,YCLI,73.8
1992-04-01,m,YCLJ,81.4
1992-04-01,q,YCLJ,81.3
1992-04-01,m,YCLK,79.3
1992-04-01,q,YCLK,79.9
1992-04-01,m,YCLL,77.0
1992-04-01,q,YCLL,77.0
1992-04-01,m,YCLM,71.7
1992-04-01,q,YCLM,71.0
1992-04-01,m,YCLN,76.5
1992-04-01,q,YCLN,76.5
1992-04-01,m,YCLO,76.7
1992-04-01,q,YCLO,76.6
1992-04-01,m,YCLP,486.0
1992-04-01,q,YCLP,482.0
1992-04-01,m,YCLQ,1331.0
1992-04-01,q,YCLQ,1329.0
1992-04-01,m,YCLR,981.0
1992-04-01,q,YCLR,985.0
1992-04-01,m,YCLS,831.0
1992-04-01,q,YCLS,836.0
1992-04-01,m,YCLT,1011.0
1992-04-01,q,YCLT,1006.0
1992-04-01,m,YCLU,1079.0
1992-04-01,q,YCLU,1084.0
1992-04-01,m,YCLV,1360.0
1992-04-01,q,YCLV,1354.0
1992-04-01,m,YCLW,1649.0
1992-04-01,q,YCLW,1634.0
1992-04-01,m,YCLX,937.0
1992-04-01,q,YCLX,940.0
1992-04-01,m,YCLY,9665.0
1992-04-01,q,YCLY,9650.0
1992-04-01,m,YCLZ,535.0
1992-04-01,q,YCLZ,536.0
1992-04-01,m,YCMA,1032.0
1992-04-01,q,YCMA,1027.0
1992-04-01,m,YCMB,11232.0
1992-04-01,q,YCMB,11214.0
1992-04-01,m,YCMP,146.0
1992-04-01,q,YCMP,147.0
1992-04-01,m,YCMQ,331.0
1992-04-01,q,YCMQ,333.0
1992-04-01,m,YCMR,247.0
1992-04-01,q,YCMR,232.0
1992-04-01,m,YCMS,177.0
1992-04-01,q,YCMS,170.0
1992-04-01,m,YCMT,275.0
1992-04-01,q,YCMT,280.0
1992-04-01,m,YCMU,210.0
1992-04-01,q,YCMU,218.0
1992-04-01,m,YCMV,424.0
1992-04-01,q,YCMV,426.0
1992-04-01,m,YCMW,317.0
1992-04-01,q,YCMW,317.0
1992-04-01,m,YCMX,217.0
1992-04-01,q,YCMX,211.0
1992-04-01,m,YCMY,2345.0
1992-04-01,q,YCMY,2334.0
1992-04-01,m,YCMZ,120.0
1992-04-01,q,YCMZ,118.0
1992-04-01,m,YCNA,244.0
1992-04-01,q,YCNA,238.0
1992-04-01,m,YCNB,2709.0
1992-04-01,q,YCNB,2690.0
1992-04-01,m,YCNC,12.2
1992-04-01,q,YCNC,12.2
1992-04-01,m,YCND,10.1
1992-04-01,q,YCND,10.2
1992-04-01,m,YCNE,10.2
1992-04-01,q,YCNE,9.6
1992-04-01,m,YCNF,8.7
1992-04-01,q,YCNF,8.4
1992-04-01,m,YCNG,10.7
1992-04-01,q,YCNG,10.9
1992-04-01,m,YCNH,7.9
1992-04-01,q,YCNH,8.2
1992-04-01,m,YCNI,12.3
1992-04-01,q,YCNI,12.4
1992-04-01,m,YCNJ,8.0
1992-04-01,q,YCNJ,8.0
1992-04-01,m,YCNK,9.3
1992-04-01,q,YCNK,9.0
1992-04-01,m,YCNL,9.8
1992-04-01,q,YCNL,9.8
1992-04-01,m,YCNM,9.2
1992-04-01,q,YCNM,9.1
1992-04-01,m,YCNN,9.7
1992-04-01,q,YCNN,9.5
1992-04-01,m,YCNO,9.8
1992-04-01,q,YCNO,9.7
1992-04-01,m,YCNP,103.0
1992-04-01,q,YCNP,105.0
1992-04-01,m,YCNQ,231.0
1992-04-01,q,YCNQ,232.0
1992-04-01,m,YCNR,166.0
1992-04-01,q,YCNR,153.0
1992-04-01,m,YCNS,116.0
1992-04-01,q,YCNS,111.0
1992-04-01,m,YCNT,184.0
1992-04-01,q,YCNT,187.0
1992-04-01,m,YCNU,137.0
1992-04-01,q,YCNU,144.0
1992-04-01,m,YCNV,263.0
1992-04-01,q,YCNV,267.0
1992-04-01,m,YCNW,211.0
1992-04-01,q,YCNW,209.0
1992-04-01,m,YCNX,139.0
1992-04-01,q,YCNX,132.0
1992-04-01,m,YCNY,1550.0
1992-04-01,q,YCNY,1539.0
1992-04-01,m,YCNZ,89.0
1992-04-01,q,YCNZ,85.0
1992-04-01,m,YCOA,156.0
1992-04-01,q,YCOA,152.0
1992-04-01,m,YCOB,1795.0
1992-04-01,q,YCOB,1775.0
1992-04-01,m,YCOC,15.4
1992-04-01,q,YCOC,15.5
1992-04-01,m,YCOD,12.6
1992-04-01,q,YCOD,12.7
1992-04-01,m,YCOE,12.2
1992-04-01,q,YCOE,11.3
1992-04-01,m,YCOF,10.1
1992-04-01,q,YCOF,9.8
1992-04-01,m,YCOG,12.5
1992-04-01,q,YCOG,12.7
1992-04-01,m,YCOH,9.1
1992-04-01,q,YCOH,9.5
1992-04-01,m,YCOI,13.7
1992-04-01,q,YCOI,13.9
1992-04-01,m,YCOJ,9.5
1992-04-01,q,YCOJ,9.4
1992-04-01,m,YCOK,10.6
1992-04-01,q,YCOK,10.0
1992-04-01,m,YCOL,11.5
1992-04-01,q,YCOL,11.5
1992-04-01,m,YCOM,12.0
1992-04-01,q,YCOM,11.7
1992-04-01,m,YCON,11.1
1992-04-01,q,YCON,10.8
1992-04-01,m,YCOO,11.5
1992-04-01,q,YCOO,11.4
1992-04-01,m,YCOP,43.0
1992-04-01,q,YCOP,42.0
1992-04-01,m,YCOQ,100.0
1992-04-01,q,YCOQ,101.0
1992-04-01,m,YCOR,81.0
1992-04-01,q,YCOR,79.0
1992-04-01,m,YCOS,61.0
1992-04-01,q,YCOS,59.0
1992-04-01,m,YCOT,91.0
1992-04-01,q,YCOT,93.0
1992-04-01,m,YCOU,73.0
1992-04-01,q,YCOU,74.0
1992-04-01,m,YCOV,160.0
1992-04-01,q,YCOV,159.0
1992-04-01,m,YCOW,107.0
1992-04-01,q,YCOW,109.0
1992-04-01,m,YCOX,78.0
1992-04-01,q,YCOX,79.0
1992-04-01,m,YCOY,795.0
1992-04-01,q,YCOY,795.0
1992-04-01,m,YCOZ,31.0
1992-04-01,q,YCOZ,33.0
1992-04-01,m,YCPA,88.0
1992-04-01,q,YCPA,87.0
1992-04-01,m,YCPB,914.0
1992-04-01,q,YCPB,914.0
1992-04-01,m,YCPC,8.1
1992-04-01,q,YCPC,8.1
1992-04-01,m,YCPD,7.0
1992-04-01,q,YCPD,7.0
1992-04-01,m,YCPE,7.6
1992-04-01,q,YCPE,7.4
1992-04-01,m,YCPF,6.8
1992-04-01,q,YCPF,6.6
1992-04-01,m,YCPG,8.3
1992-04-01,q,YCPG,8.5
1992-04-01,m,YCPH,6.4
1992-04-01,q,YCPH,6.4
1992-04-01,m,YCPI,10.5
1992-04-01,q,YCPI,10.5
1992-04-01,m,YCPJ,6.1
1992-04-01,q,YCPJ,6.2
1992-04-01,m,YCPK,7.7
1992-04-01,q,YCPK,7.8
1992-04-01,m,YCPL,7.6
1992-04-01,q,YCPL,7.6
1992-04-01,m,YCPM,5.5
1992-04-01,q,YCPM,5.8
1992-04-01,m,YCPN,7.9
1992-04-01,q,YCPN,7.8
1992-04-01,m,YCPO,7.5
1992-04-01,q,YCPO,7.5
1992-04-01,m,YCPX,5202.0
1992-04-01,q,YCPX,5201.0
1992-04-01,m,YCQA,2793.0
1992-04-01,q,YCQA,2800.0
1992-04-01,m,YCQD,2409.0
1992-04-01,q,YCQD,2401.0
1992-04-01,m,YCQY,4401.0
1992-04-01,q,YCQY,4370.0
1992-04-01,m,YCRB,2268.0
1992-04-01,q,YCRB,2267.0
1992-04-01,m,YCRE,2133.0
1992-04-01,q,YCRE,2104.0
1992-04-01,m,YCRZ,801.0
1992-04-01,q,YCRZ,830.0
1992-04-01,m,YCSC,525.0
1992-04-01,q,YCSC,533.0
1992-04-01,m,YCSF,276.0
1992-04-01,q,YCSF,297.0
1992-04-01,m,YCTA,1959.0
1992-04-01,q,YCTA,1939.0
1992-04-01,m,YCTD,817.0
1992-04-01,q,YCTD,799.0
1992-04-01,m,YCTG,1141.0
1992-04-01,q,YCTG,1140.0
1992-04-01,m,YCVC,61.5
1992-04-01,q,YCVC,61.2
1992-04-01,m,YCVF,62.8
1992-04-01,q,YCVF,63.0
1992-04-01,m,YCVI,60.1
1992-04-01,q,YCVI,59.4
1992-04-01,m,YCWD,15.4
1992-04-01,q,YCWD,16.0
1992-04-01,m,YCWG,18.8
1992-04-01,q,YCWG,19.0
1992-04-01,m,YCWJ,11.5
1992-04-01,q,YCWJ,12.4
1992-04-01,m,YCXE,27.4
1992-04-01,q,YCXE,27.2
1992-04-01,m,YCXH,22.6
1992-04-01,q,YCXH,22.2
1992-04-01,m,YCXK,32.1
1992-04-01,q,YCXK,32.2
1992-04-01,m,YCZE,1176.0
1992-04-01,q,YCZE,1177.0
1992-04-01,m,ZSEX,405.0
1992-04-01,q,ZSEX,406.0
1992-04-01,m,ZSEZ,299.0
1992-04-01,q,ZSEZ,299.0
1992-04-01,m,ZSFA,86.0
1992-04-01,q,ZSFA,87.0
1992-04-01,m,ZSFB,12.3
1992-04-01,q,ZSFB,12.4
1992-04-01,m,ZSFC,60.0
1992-04-01,q,ZSFC,62.0
1992-04-01,m,ZSFD,14.9
1992-04-01,q,ZSFD,15.2
1992-04-01,m,ZSFE,26.0
1992-04-01,q,ZSFE,26.0
1992-04-01,m,ZSFF,8.7
1992-04-01,q,ZSFF,8.6
1992-04-01,m,ZSFG,618.0
1992-04-01,q,ZSFG,618.0
1992-04-01,m,ZSFI,344.0
1992-04-01,q,ZSFI,344.0
1992-04-01,m,ZSFJ,69.7
1992-04-01,q,ZSFJ,69.6
1992-04-01,m,ZSFK,273.0
1992-04-01,q,ZSFK,273.0
1992-04-01,m,ZXDZ,10.7
1992-04-01,q,ZXDZ,11.0
1992-05-01,m,AGNH,305.0
1992-05-01,m,AGNI,3437.0
1992-05-01,m,AGNJ,3742.0
1992-05-01,m,AGNK,185.0
1992-05-01,m,AGNL,1809.0
1992-05-01,m,AGNM,1993.0
1992-05-01,m,AGNN,121.0
1992-05-01,m,AGNO,1628.0
1992-05-01,m,AGNP,1749.0
1992-05-01,m,AGNR,360.0
1992-05-01,m,AGNS,337.0
1992-05-01,m,AGNT,697.0
1992-05-01,m,AGNU,156.0
1992-05-01,m,AGNV,159.0
1992-05-01,m,AGNW,315.0
1992-05-01,m,AGNX,203.0
1992-05-01,m,AGNY,178.0
1992-05-01,m,AGNZ,381.0
1992-05-01,m,AGOJ,109.0
1992-05-01,m,AGOK,668.0
1992-05-01,m,AGOL,777.0
1992-05-01,m,AGOM,66.0
1992-05-01,m,AGON,439.0
1992-05-01,m,AGOO,506.0
1992-05-01,m,AGOP,43.0
1992-05-01,m,AGOQ,229.0
1992-05-01,m,AGOR,272.0
1992-05-01,m,AGOS,45.0
1992-05-01,m,AGOT,35.0
1992-05-01,m,AGOU,80.0
1992-05-01,m,AGOV,20.0
1992-05-01,m,AGOW,22.0
1992-05-01,m,AGOX,42.0
1992-05-01,m,AGOY,26.0
1992-05-01,m,AGOZ,13.0
1992-05-01,m,AGPA,39.0
1992-05-01,m,AGPK,74.0
1992-05-01,m,AGPL,662.0
1992-05-01,m,AGPM,736.0
1992-05-01,m,AGPN,33.0
1992-05-01,m,AGPO,123.0
1992-05-01,m,AGPP,156.0
1992-05-01,m,AGPQ,41.0
1992-05-01,m,AGPR,539.0
1992-05-01,m,AGPS,580.0
1992-05-01,m,AGPT,480.0
1992-05-01,m,AGPU,627.0
1992-05-01,m,AGPV,1107.0
1992-05-01,m,AGPW,241.0
1992-05-01,m,AGPX,346.0
1992-05-01,m,AGPY,587.0
1992-05-01,m,AGTD,239.0
1992-05-01,m,AGTF,281.0
1992-05-01,m,AGTO,520.0
1992-05-01,m,AIVZ,62.2
1992-05-01,m,AIWC,64.1
1992-05-01,m,AIWF,60.2
1992-05-01,m,AIWG,62.5
1992-05-01,m,AIWH,72.1
1992-05-01,m,AIWI,71.2
1992-05-01,m,AIWJ,64.9
1992-05-01,m,AIWK,76.3
1992-05-01,m,AIWL,75.1
1992-05-01,m,AIWM,59.1
1992-05-01,m,AIWN,67.9
1992-05-01,m,AIWX,67.3
1992-05-01,m,AIWY,40.6
1992-05-01,m,AIXA,33.7
1992-05-01,m,AIXB,37.0
1992-05-01,m,AIXC,37.5
1992-05-01,m,AIXD,30.2
1992-05-01,m,AIXE,33.4
1992-05-01,m,AIXF,43.4
1992-05-01,m,AIXG,37.7
1992-05-01,m,AIXH,40.5
1992-05-01,m,AIXR,26.3
1992-05-01,m,AIXS,16.3
1992-05-01,m,AIXT,17.2
1992-05-01,m,AIXU,26.4
1992-05-01,m,AIXV,19.5
1992-05-01,m,AIXW,20.2
1992-05-01,m,AIXX,26.2
1992-05-01,m,AIXY,12.3
1992-05-01,m,AIXZ,13.4
1992-05-01,m,AIYA,11.2
1992-05-01,m,AIYB,9.5
1992-05-01,m,AIYC,10.4
1992-05-01,m,AIYD,11.1
1992-05-01,m,AIYE,12.2
1992-05-01,m,AIYF,11.7
1992-05-01,m,AIYG,11.2
1992-05-01,m,AIYH,6.9
1992-05-01,m,AIYI,9.2
1992-05-01,m,AIYL,25.8
1992-05-01,m,AIYO,20.6
1992-05-01,m,AIYR,31.1
1992-05-01,m,AIYS,15.2
1992-05-01,m,AIYT,13.9
1992-05-01,m,AIYU,14.0
1992-05-01,m,AIYV,11.8
1992-05-01,m,AIYW,5.2
1992-05-01,m,AIYX,5.9
1992-05-01,m,AIYY,19.9
1992-05-01,m,AIYZ,22.5
1992-05-01,m,AIZA,22.3
1992-05-01,m,AIZB,54.3
1992-05-01,m,AIZC,62.7
1992-05-01,m,AIZD,58.8
1992-05-01,m,AIZE,57.8
1992-05-01,m,AIZF,65.6
1992-05-01,m,AIZG,62.2
1992-05-01,m,AIZH,51.1
1992-05-01,m,AIZI,59.5
1992-05-01,m,AIZJ,55.3
1992-05-01,m,BBFW,28.0
1992-05-01,m,BLUT,11.0
1992-05-01,m,BLUU,24.0
1992-05-01,m,HKKE,2353.0
1992-05-01,m,HKKH,13.4
1992-05-01,m,I468,7.5
1992-05-01,m,I469,11.6
1992-05-01,m,I46A,9.8
1992-05-01,m,I46B,33.3
1992-05-01,m,I46C,13.7
1992-05-01,m,I46D,23.6
1992-05-01,m,I46E,47.0
1992-05-01,m,I46F,26.4
1992-05-01,m,I46G,37.1
1992-05-01,m,I46H,6406.0
1992-05-01,m,I46I,13062.0
1992-05-01,m,I46J,19469.0
1992-05-01,m,I46K,5052.0
1992-05-01,m,I46M,6052.0
1992-05-01,m,I46N,460.0
1992-05-01,m,I46O,677.0
1992-05-01,m,I46P,1137.0
1992-05-01,m,I46Q,201.0
1992-05-01,m,I46R,400.0
1992-05-01,m,I46S,601.0
1992-05-01,m,I4E7,257.0
1992-05-01,m,I4E8,748.0
1992-05-01,m,I4E9,1005.0
1992-05-01,m,JE3C,142.0
1992-05-01,m,JE3F,326.0
1992-05-01,m,JE3I,223.0
1992-05-01,m,JE3L,169.0
1992-05-01,m,JE3O,221.0
1992-05-01,m,JE3R,159.0
1992-05-01,m,JE3U,311.0
1992-05-01,m,JE3X,244.0
1992-05-01,m,JE42,159.0
1992-05-01,m,JE45,1955.0
1992-05-01,m,JE48,171.0
1992-05-01,m,JE4B,227.0
1992-05-01,m,JE4E,86.0
1992-05-01,m,JE4H,17.7
1992-05-01,m,JN5P,1374.0
1992-05-01,m,JN5Q,5766.0
1992-05-01,m,JN5R,7140.0
1992-05-01,m,JN5S,701.0
1992-05-01,m,JN5T,2898.0
1992-05-01,m,JN5U,3599.0
1992-05-01,m,JN5V,673.0
1992-05-01,m,JN5W,2868.0
1992-05-01,m,JN5X,3541.0
1992-05-01,m,JN5Y,885.0
1992-05-01,m,JN5Z,999.0
1992-05-01,m,JN62,1884.0
1992-05-01,m,JN63,416.0
1992-05-01,m,JN64,527.0
1992-05-01,m,JN65,944.0
1992-05-01,m,JN66,469.0
1992-05-01,m,JN67,472.0
1992-05-01,m,JN68,940.0
1992-05-01,m,JN69,489.0
1992-05-01,m,JN6A,4767.0
1992-05-01,m,JN6B,5256.0
1992-05-01,m,JN6C,284.0
1992-05-01,m,JN6D,2371.0
1992-05-01,m,JN6E,2655.0
1992-05-01,m,JN6F,204.0
1992-05-01,m,JN6G,2396.0
1992-05-01,m,JN6H,2600.0
1992-05-01,m,K5HU,22.0
1992-05-01,m,K5HV,6.0
1992-05-01,m,K5HW,4.3
1992-05-01,m,K5HX,3.2
1992-05-01,m,LF22,76.7
1992-05-01,m,LF23,67.0
1992-05-01,m,LF24,69.1
1992-05-01,m,LF25,61.8
1992-05-01,m,LF26,4966.0
1992-05-01,m,LF27,2110.0
1992-05-01,m,LF28,432.0
1992-05-01,m,LF29,97.0
1992-05-01,m,LF2A,3417.0
1992-05-01,m,LF2B,2274.0
1992-05-01,m,LF2C,61.2
1992-05-01,m,LF2D,49.3
1992-05-01,m,LF2E,8.0
1992-05-01,m,LF2F,4.4
1992-05-01,m,LF2G,25122.0
1992-05-01,m,LF2H,11307.0
1992-05-01,m,LF2I,2755.0
1992-05-01,m,LF2J,934.0
1992-05-01,m,LF2K,27877.0
1992-05-01,m,LF2L,12242.0
1992-05-01,m,LF2M,8481.0
1992-05-01,m,LF2N,6042.0
1992-05-01,m,LF2O,36358.0
1992-05-01,m,LF2P,18284.0
1992-05-01,m,LF2Q,9.9
1992-05-01,m,LF2R,7.6
1992-05-01,m,LF2S,23.3
1992-05-01,m,LF2T,33.0
1992-05-01,m,LF2U,56.3
1992-05-01,m,LF2V,47.1
1992-05-01,m,LF2W,38.8
1992-05-01,m,LF2X,50.7
1992-05-01,m,LF2Y,1193.0
1992-05-01,m,LF2Z,494.0
1992-05-01,m,LF32,572.0
1992-05-01,m,LF33,187.0
1992-05-01,m,LF34,991.0
1992-05-01,m,LF35,253.0
1992-05-01,m,LF36,36.0
1992-05-01,m,LF37,27.1
1992-05-01,m,LF38,454.0
1992-05-01,m,LF39,108.0
1992-05-01,m,LF3A,5398.0
1992-05-01,m,LF3B,2208.0
1992-05-01,m,LF3C,72.6
1992-05-01,m,LF3D,75.0
1992-05-01,m,LF3E,76.3
1992-05-01,m,LF3F,77.9
1992-05-01,m,LF3G,76.2
1992-05-01,m,LF3H,80.2
1992-05-01,m,LF3I,75.6
1992-05-01,m,LF3J,80.3
1992-05-01,m,LF3K,78.8
1992-05-01,m,LF3L,77.2
1992-05-01,m,LF3M,71.5
1992-05-01,m,LF3N,76.0
1992-05-01,m,LF3O,76.8
1992-05-01,m,LF3P,63.7
1992-05-01,m,LF3Q,67.3
1992-05-01,m,LF3R,68.9
1992-05-01,m,LF3S,71.3
1992-05-01,m,LF3T,67.8
1992-05-01,m,LF3U,73.6
1992-05-01,m,LF3V,66.2
1992-05-01,m,LF3W,73.8
1992-05-01,m,LF3X,71.6
1992-05-01,m,LF3Y,69.6
1992-05-01,m,LF3Z,64.9
1992-05-01,m,LF42,68.7
1992-05-01,m,LF43,69.3
1992-05-01,m,LF44,57.8
1992-05-01,m,LF45,60.8
1992-05-01,m,LF46,62.0
1992-05-01,m,LF47,64.4
1992-05-01,m,LF48,60.0
1992-05-01,m,LF49,65.6
1992-05-01,m,LF4A,58.8
1992-05-01,m,LF4B,66.4
1992-05-01,m,LF4C,63.4
1992-05-01,m,LF4D,62.3
1992-05-01,m,LF4E,58.9
1992-05-01,m,LF4F,61.3
1992-05-01,m,LF4G,62.1
1992-05-01,m,LF4R,8194.0
1992-05-01,m,LF4S,5841.0
1992-05-01,m,LF4T,23.2
1992-05-01,m,LF4U,32.8
1992-05-01,m,LF59,27.4
1992-05-01,m,LF5A,25.0
1992-05-01,m,LF5B,23.7
1992-05-01,m,LF5C,22.1
1992-05-01,m,LF5D,23.8
1992-05-01,m,LF5E,19.8
1992-05-01,m,LF5F,24.4
1992-05-01,m,LF5G,19.7
1992-05-01,m,LF5H,21.2
1992-05-01,m,LF5I,22.8
1992-05-01,m,LF5J,28.5
1992-05-01,m,LF5K,24.0
1992-05-01,m,LF5L,37.1
1992-05-01,m,LF5M,34.6
1992-05-01,m,LF5N,33.0
1992-05-01,m,LF5O,31.0
1992-05-01,m,LF5P,34.4
1992-05-01,m,LF5Q,29.9
1992-05-01,m,LF5R,34.2
1992-05-01,m,LF5S,29.2
1992-05-01,m,LF5T,31.2
1992-05-01,m,LF5U,32.5
1992-05-01,m,LF5V,37.4
1992-05-01,m,LF5W,33.5
1992-05-01,m,LF5Y,70.7
1992-05-01,m,LF5Z,61.8
1992-05-01,m,LF62,54.3
1992-05-01,m,LF8H,449.0
1992-05-01,m,LF8I,306.0
1992-05-01,m,LF8J,1072.0
1992-05-01,m,LF8K,746.0
1992-05-01,m,LF8L,740.0
1992-05-01,m,LF8M,517.0
1992-05-01,m,LF8N,565.0
1992-05-01,m,LF8O,396.0
1992-05-01,m,LF8P,789.0
1992-05-01,m,LF8Q,567.0
1992-05-01,m,LF8R,645.0
1992-05-01,m,LF8S,485.0
1992-05-01,m,LF8T,1088.0
1992-05-01,m,LF8U,777.0
1992-05-01,m,LF8V,946.0
1992-05-01,m,LF8W,702.0
1992-05-01,m,LF8X,612.0
1992-05-01,m,LF8Y,453.0
1992-05-01,m,LF8Z,6905.0
1992-05-01,m,LF92,4950.0
1992-05-01,m,LF93,507.0
1992-05-01,m,LF94,335.0
1992-05-01,m,LF95,782.0
1992-05-01,m,LF96,556.0
1992-05-01,m,LF97,287.0
1992-05-01,m,LF98,201.0
1992-05-01,m,LF99,29.3
1992-05-01,m,LF9A,40.5
1992-05-01,m,LF9D,68.9
1992-05-01,m,LF9E,61.7
1992-05-01,m,LF9F,25067.0
1992-05-01,m,LF9G,11285.0
1992-05-01,m,LF9H,2721.0
1992-05-01,m,LF9I,912.0
1992-05-01,m,LF9J,27788.0
1992-05-01,m,LF9K,12197.0
1992-05-01,m,LF9L,8570.0
1992-05-01,m,LF9M,6087.0
1992-05-01,m,LFK4,484.0
1992-05-01,m,LFK5,180.0
1992-05-01,m,LFK6,5.6
1992-05-01,m,LFK7,3.5
1992-05-01,m,LFK8,506.0
1992-05-01,m,LFK9,186.0
1992-05-01,m,LFL2,5.9
1992-05-01,m,LFL3,3.7
1992-05-01,m,LFL4,8132.0
1992-05-01,m,LFL5,4905.0
1992-05-01,m,LFL6,94.1
1992-05-01,m,LFL7,96.3
1992-05-01,m,LFL9,6496.0
1992-05-01,m,LFM2,1985.0
1992-05-01,m,LFM4,4663.0
1992-05-01,m,LFM5,1379.0
1992-05-01,m,LUAA,1.9
1992-05-01,m,LWDZ,17.5
1992-05-01,m,LWEA,15.3
1992-05-01,m,LWEB,14.3
1992-05-01,m,LWEC,13.2
1992-05-01,m,LWED,13.3
1992-05-01,m,LWEE,9.8
1992-05-01,m,LWEF,14.1
1992-05-01,m,LWEG,10.1
1992-05-01,m,LWEH,11.1
1992-05-01,m,LWEI,12.9
1992-05-01,m,LWEJ,19.4
1992-05-01,m,LWEK,14.1
1992-05-01,m,LWEX,40.4
1992-05-01,m,LWEY,39.1
1992-05-01,m,LWEZ,41.6
1992-05-01,m,LWFA,22.4
1992-05-01,m,LWFB,16.2
1992-05-01,m,LWFC,28.6
1992-05-01,m,LWFD,17.7
1992-05-01,m,LWFE,5.1
1992-05-01,m,LWFF,30.1
1992-05-01,m,LWFG,14.3
1992-05-01,m,LWFH,5.7
1992-05-01,m,LWFI,22.8
1992-05-01,m,LWFK,26.4
1992-05-01,m,LWFN,91.0
1992-05-01,m,LWYV,0.8
1992-05-01,m,LWYW,3.3
1992-05-01,m,LWYX,8.2
1992-05-01,m,LWYY,2.5
1992-05-01,m,LWYZ,15.2
1992-05-01,m,LWZA,13.5
1992-05-01,m,LWZB,4.1
1992-05-01,m,LWZC,25.1
1992-05-01,m,LWZD,52.1
1992-05-01,m,LWZE,56.1
1992-05-01,m,LWZF,47.3
1992-05-01,m,LWZG,24.2
1992-05-01,m,LWZH,36.5
1992-05-01,m,LWZI,9.1
1992-05-01,m,LWZJ,1.6
1992-05-01,m,LWZK,0.7
1992-05-01,m,LWZL,2.6
1992-05-01,m,LWZM,8.5
1992-05-01,m,LWZN,2.5
1992-05-01,m,LWZO,15.0
1992-05-01,m,LWZP,13.7
1992-05-01,m,LWZQ,3.1
1992-05-01,m,LWZR,25.2
1992-05-01,m,LWZS,55.1
1992-05-01,m,LWZT,60.4
1992-05-01,m,LWZU,49.4
1992-05-01,m,LWZV,21.1
1992-05-01,m,LWZW,33.4
1992-05-01,m,LWZX,7.8
1992-05-01,m,LWZY,2.7
1992-05-01,m,LWZZ,1.0
1992-05-01,m,LZIZ,7.7
1992-05-01,m,LZJB,6.0
1992-05-01,m,LZJC,2.2
1992-05-01,m,LZJD,17.0
1992-05-01,m,LZJE,12.1
1992-05-01,m,LZJF,7.6
1992-05-01,m,LZJG,24.7
1992-05-01,m,LZJH,33.4
1992-05-01,m,LZJI,36.5
1992-05-01,m,LZJJ,24.9
1992-05-01,m,LZJK,45.7
1992-05-01,m,LZJL,52.8
1992-05-01,m,LZJM,25.8
1992-05-01,m,LZKN,705.0
1992-05-01,m,MGRN,21576.0
1992-05-01,m,MGRO,11249.0
1992-05-01,m,MGRP,10326.0
1992-05-01,m,MGRQ,3487.0
1992-05-01,m,MGRR,2577.0
1992-05-01,m,MGRS,909.0
1992-05-01,m,MGRT,175.0
1992-05-01,m,MGRU,53.0
1992-05-01,m,MGRV,122.0
1992-05-01,m,MGRW,368.0
1992-05-01,m,MGRX,238.0
1992-05-01,m,MGRY,130.0
1992-05-01,m,MGRZ,25605.0
1992-05-01,m,MGSA,14118.0
1992-05-01,m,MGSB,11487.0
1992-05-01,m,MGSC,2777.0
1992-05-01,m,MGSD,1837.0
1992-05-01,m,MGSE,940.0
1992-05-01,m,MGSF,28383.0
