geography_code,geography_name,age,gender,Claimant count,Population estimate,Claimants percentage
E14000618,Cannock Chase,Aged 16+,Total,2060.0,83340.0,2.4718022558195343
E14000618,Cannock Chase,Aged 16-24,Total,420.0,9369.0,4.482869036183157
E14000619,Canterbury,Aged 16+,Total,2455.0,103313.0,2.376274041020975
E14000619,Canterbury,Aged 16-24,Total,580.0,25234.0,2.2984861694539114
E14000620,Carlisle,Aged 16+,Total,1505.0,71013.0,2.1193302634728854
E14000620,Carlisle,Aged 16-24,Total,210.0,8159.0,2.573844833925726
E14000621,Carshalton and Wallington,Aged 16+,Total,2685.0,81175.0,3.3076686171850938
E14000621,Carshalton and Wallington,Aged 16-24,Total,440.0,9359.0,4.701356982583609
E14000622,Castle Point,Aged 16+,Total,1335.0,74976.0,1.7805697823303455
E14000622,Castle Point,Aged 16-24,Total,310.0,8287.0,3.7407988415590685
E14000623,Central Devon,Aged 16+,Total,1260.0,79099.0,1.5929404922944663
E14000623,Central Devon,Aged 16-24,Total,215.0,7314.0,2.93956795187312
E14000624,Central Suffolk and North Ipswich,Aged 16+,Total,1230.0,84663.0,1.4528188228624073
E14000624,Central Suffolk and North Ipswich,Aged 16-24,Total,190.0,8872.0,2.1415689810640215
E14000625,Charnwood,Aged 16+,Total,1360.0,86258.0,1.5766653527788728
E14000625,Charnwood,Aged 16-24,Total,275.0,9618.0,2.859222291536702
E14000626,Chatham and Aylesford,Aged 16+,Total,2750.0,80359.0,3.4221431326920446
E14000626,Chatham and Aylesford,Aged 16-24,Total,575.0,9737.0,5.905309643627401
E14000627,Cheadle,Aged 16+,Total,1075.0,76197.0,1.4108166988201636
E14000627,Cheadle,Aged 16-24,Total,170.0,7991.0,2.1273933174821673
E14000628,Chelmsford,Aged 16+,Total,2225.0,90663.0,2.454143366092011
E14000628,Chelmsford,Aged 16-24,Total,390.0,10515.0,3.7089871611982885
E14000629,Chelsea and Fulham,Aged 16+,Total,2550.0,89763.0,2.8408141439123025
E14000629,Chelsea and Fulham,Aged 16-24,Total,240.0,11226.0,2.1378941742383755
E14000630,Cheltenham,Aged 16+,Total,2025.0,86296.0,2.346574580513581
E14000630,Cheltenham,Aged 16-24,Total,365.0,12341.0,2.9576209383356296
E14000631,Chesham and Amersham,Aged 16+,Total,1380.0,76315.0,1.8082945685645022
E14000631,Chesham and Amersham,Aged 16-24,Total,190.0,7795.0,2.4374599101988452
E14000632,Chesterfield,Aged 16+,Total,2070.0,78610.0,2.6332527668235595
E14000632,Chesterfield,Aged 16-24,Total,455.0,8439.0,5.391634079867283
E14000633,Chichester,Aged 16+,Total,2325.0,93535.0,2.4857005399048484
E14000633,Chichester,Aged 16-24,Total,355.0,10306.0,3.4445953813312635
E14000634,Chingford and Woodford Green,Aged 16+,Total,3090.0,74925.0,4.124124124124124
E14000634,Chingford and Woodford Green,Aged 16-24,Total,495.0,8395.0,5.896366885050625
E14000635,Chippenham,Aged 16+,Total,1475.0,81298.0,1.8143127752220225
E14000635,Chippenham,Aged 16-24,Total,300.0,8024.0,3.738783649052842
E14000636,Chipping Barnet,Aged 16+,Total,3220.0,95252.0,3.3805064460588756
E14000636,Chipping Barnet,Aged 16-24,Total,370.0,10620.0,3.483992467043315
E14000637,Chorley,Aged 16+,Total,1705.0,86029.0,1.981889827848749
E14000637,Chorley,Aged 16-24,Total,350.0,9142.0,3.828483920367534
E14000638,Christchurch,Aged 16+,Total,1090.0,75719.0,1.4395330102087984
E14000638,Christchurch,Aged 16-24,Total,195.0,6518.0,2.9917152500767106
