LOCATION,INDICATOR,SUBJECT,Subject,MEASURE,FREQUENCY,TIME_PERIOD,OBS_VALUE
LVA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,13.518171
MEX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,6.3542137
MEX,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,24.238504
MEX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,40.622021
NLD,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,9.907341
NLD,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,7.0675106
NLD,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,4.3025675
NOR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,9.0904484
NOR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,6.9363966
NOR,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,8.0097742
OAVG,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,20.110323
OAVG,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,11.792219
OAVG,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,15.9083
POL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,18.399361
POL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,23.596991
POL,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,20.992304
PRT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,8.0364008
PRT,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,10.655678
PRT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,13.301205
SVK,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,26.808008
SVK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,29.754555
SVK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,23.970417
SWE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,7.7310276
SWE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,8.1715345
SWE,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,7.9464817
TUR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,59.248169
TUR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,21.518599
TUR,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,39.63892
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,11.69148
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,13.370283
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,15.059447
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,12.591039
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,9.3010416
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,15.944478
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,16.21771
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,12.562121
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,14.364562
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,13.527678
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,12.872084
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,12.239089
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,11.43031
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,9.3219137
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,13.548904
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,25.046257
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,16.877514
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,9.0435705
DEU,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,12.862095
DEU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,10.819757
DEU,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,14.991373
DNK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,6.7076464
DNK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,11.133918
DNK,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,8.8914499
ESP,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,15.021785
ESP,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,11.317286
ESP,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,18.930531
EST,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,13.361067
EST,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,15.123198
EST,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,16.927654
FIN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,10.661741
FIN,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,11.6391
FIN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,12.613408
FRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,14.11736
FRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,11.735409
FRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,16.483028
GBR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,10.126361
GBR,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,13.649643
GBR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,17.300253
GRC,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,25.952805
GRC,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,19.378819
GRC,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,12.996272
HUN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,14.036093
HUN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,23.573856
HUN,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,18.831015
IRL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,8.5054674
IRL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,13.107777
IRL,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,10.790169
ISL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,7.2452922
ISL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,6.0674062
ISL,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,6.6455321
ISR,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,32.275288
ISR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,32.840336
ISR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,31.698006
LUX,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,7.02807
LUX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,3.8031571
LUX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,10.263186
LVA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,12.903695
LVA,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,16.935297
LVA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,21.006128
MEX,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,24.757845
MEX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,6.8946619
MEX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,41.589062
NLD,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,7.7114429
NLD,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,5.5322127
NLD,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,9.9567099
NOR,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,8.7400818
NOR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,8.2366629
NOR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,9.261939
OAVG,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,11.777273
OAVG,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,18.700648
OAVG,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,15.223758
POL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,18.733122
POL,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,20.533424
POL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,22.372866
PRT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,13.929883
PRT,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,12.056698
PRT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,10.206388
SVK,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,23.864279
SVK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,21.97398
SVK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,25.824156
SVN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,9.3807373
SVN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,10.72827
SVN,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,10.036363
SWE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,8.0293989
SWE,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,8.4056606
SWE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,8.7997704
TUR,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,41.139103
TUR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,23.058594
TUR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,59.632214
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,2003,12.919765
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2003,14.711692
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2003,11.145718
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,8.6940012
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,12.322674
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,15.998647
AUT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,13.679596
AUT,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,12.389748
AUT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,11.075742
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,16.09104
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,13.9872
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,11.936418
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,12.836305
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,12.98391
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,13.126567
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,8.1603022
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,10.187387
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,12.266409
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,9.9111099
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,24.75696
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,17.177551
DEU,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,13.454344
DEU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,11.628409
DEU,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,15.33543
DNK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,6.2752366
DNK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,10.979314
DNK,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,8.6064711
ESP,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,14.651994
ESP,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,11.305593
ESP,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,18.173191
EST,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,13.032331
EST,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,15.337422
EST,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,17.667542
FIN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,10.845627
FIN,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,12.363494
FIN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,13.896487
FRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,14.599412
FRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,12.195975
FRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,16.992153
GBR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,9.7983456
GBR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,17.041134
GBR,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,13.463719
GRC,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,13.369488
GRC,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,27.509474
GRC,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,20.396984
HUN,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,17.076838
HUN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,12.02412
HUN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,22.20974
IRL,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,10.71519
IRL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,7.9980159
IRL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,13.476957
ISL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,5.4332137
ISL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,8.5455446
ISL,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,6.9581852
ISR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,30.58663
ISR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,30.480978
ISR,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,30.534721
ITA,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,20.533606
ITA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,24.093891
ITA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,17.064009
LUX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,11.674881
LUX,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,8.7442093
LUX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,5.8737731
LVA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,21.007116
LVA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,14.93859
LVA,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,17.945957
MEX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,40.43446
MEX,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,24.243135
MEX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,6.8419938
NLD,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,5.7827926
NLD,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,7.5357141
NLD,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,9.3342981
NOR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,7.8282576
NOR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,9.4349403
NOR,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,8.6164799
NZL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,7.1135759
NZL,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,12.731203
NZL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,18.305815
OAVG,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,11.643217
OAVG,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,18.772754
OAVG,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,15.193491
POL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,22.198128
POL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,18.524912
POL,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,20.341841
PRT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,10.671086
PRT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,14.763851
PRT,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,12.696774
SVK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,25.383101
SVK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,18.279947
SVK,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,21.789726
SVN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,10.439106
SVN,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,9.2399216
SVN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,8.1103563
SWE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,9.4906797
SWE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,9.5791883
SWE,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,9.5359077
TUR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,61.173817
TUR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,23.361948
TUR,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,41.908875
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2004,11.215392
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,2004,13.121114
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2004,15.057158
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,11.442005
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,8.0487175
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,14.906169
AUT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,11.998315
AUT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,10.881737
AUT,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,11.440991
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,16.028833
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,12.391514
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,14.18948
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,13.12
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,11.569479
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,12.332651
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,10.43501
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,8.9575729
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,11.962661
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,23.198246
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,15.895577
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,8.902916
DEU,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,14.703324
DEU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,12.35042
DEU,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,17.105743
DNK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,7.1182733
DNK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,9.3640499
DNK,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,8.2216225
ESP,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,17.13669
ESP,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,13.586231
ESP,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,20.895594
EST,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,10.105884
EST,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,14.763182
EST,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,19.469559
FIN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,9.3366928
FIN,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,10.900252
FIN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,12.495232
FRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,14.519276
FRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,12.386401
FRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,16.63439
GBR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,10.876059
GBR,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,14.173508
GBR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,17.395981
GRC,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,26.209927
GRC,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,19.547388
GRC,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,13.025401
HUN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,11.858645
HUN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,22.750181
HUN,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,17.243181
IRL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,7.9837708
IRL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,13.033101
IRL,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,10.481543
ISL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,6.8566599
ISL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,4.4334898
ISL,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,5.6161132
ISR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,30.921749
ISR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,30.683708
ISR,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,30.801971
ITA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,25.095194
ITA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,17.148844
ITA,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,21.064236
JPN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,16.577629
JPN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,8.3689976
JPN,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,12.403982
LTU,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,11.414634
LTU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,10.41399
LTU,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,12.454942
LUX,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,7.3330355
LUX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,4.5050845
LUX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,10.198266
LVA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,12.028409
LVA,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,17.229177
LVA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,22.536491
MEX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,8.1628189
MEX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,37.859997
MEX,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,23.716904
NLD,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,7.2649574
NLD,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,5.8450704
NLD,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,8.7175789
NOR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,7.2497926
NOR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,8.8828249
NOR,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,8.0551815
NZL,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,11.965304
NZL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,16.383381
NZL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,7.4880381
OAVG,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,18.292586
OAVG,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,11.278358
OAVG,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,14.774639
POL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,15.976982
POL,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,18.37056
POL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,20.822351
PRT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,15.083713
PRT,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,12.866458
PRT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,10.711679
SVK,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,20.547691
SVK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,16.156483
SVK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,25.08424
SVN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,8.5803928
SVN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,11.625532
SVN,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,10.061885
SWE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,9.1205826
SWE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,9.244566
SWE,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,9.180994
TUR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,25.211267
TUR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,62.135578
TUR,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,43.584148
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2005,15.137282
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2005,11.760801
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,2005,13.434798
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,14.610741
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,8.2606344
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,11.395142
AUT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,10.73005
AUT,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,11.958549
AUT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,13.180882
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,12.523912
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,13.903902
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,15.31219
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,11.457378
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,12.016768
